Index,CardNo,Sex,Major,AccessCardNo
838,180838,女,18连锁经营,20260906
839,180839,女,18连锁经营,21444282
840,180840,女,18连锁经营,21641882
841,180841,女,18连锁经营,19253098
842,180842,女,18连锁经营,18428986
843,180843,女,18连锁经营,20305978
844,180844,女,18连锁经营,20655690
845,180845,女,18连锁经营,18810058
846,180846,女,18连锁经营,20115194
847,180847,女,18连锁经营,22240538
848,180848,女,18连锁经营,19836314
849,180849,女,18连锁经营,15521706
850,180850,女,18连锁经营,21710970
851,180851,女,18连锁经营,20717690
852,180852,女,18连锁经营,19520330
853,180853,女,18连锁经营,20117514
854,180854,女,18连锁经营,19437674
855,180855,女,18连锁经营,20035546
856,180856,女,18连锁经营,20717386
857,180857,女,18连锁经营,20755578
858,180858,女,18连锁经营,21018954
859,180859,女,18连锁经营,20263034
860,180860,女,18连锁经营,18915434
861,180861,女,18连锁经营,21151626
862,180862,女,18连锁经营,20110794
863,180863,女,18连锁经营,16804058
864,180864,女,18连锁经营,19225882
865,180865,女,18连锁经营,20523338
866,180866,女,18连锁经营,21848970
867,180867,女,18连锁经营,19846282
868,180868,女,18连锁经营,21724138
869,180869,女,18连锁经营,19252890
870,180870,女,18连锁经营,20021674
871,180871,女,18连锁经营,21459786
872,180872,女,18连锁经营,20433322
873,180873,男,18市场营销,19613770
874,180874,男,18市场营销,21717642
875,180875,男,18市场营销,18640970
876,180876,男,18市场营销,21356090
877,180877,男,18市场营销,20437514
878,180878,男,18市场营销,21102746
879,180879,男,18市场营销,16953194
880,180880,男,18市场营销,21629930
881,180881,男,18市场营销,21322314
882,180882,男,18市场营销,20021978
883,180883,男,18市场营销,20033562
884,180884,男,18市场营销,20702170
885,180885,男,18市场营销,21250234
886,180886,男,18市场营销,21309466
887,180887,男,18市场营销,20019322
888,180888,男,18市场营销,1042842
889,180889,男,18市场营销,21836170
890,180890,男,18市场营销,20658906
891,180891,男,18市场营销,20711210
892,180892,男,18市场营销,22537162
893,180893,男,18市场营销,21407290
894,180894,男,18市场营销,19703002
895,180895,男,18市场营销,19802154
896,180896,男,18市场营销,21328122
897,180897,男,18市场营销,21404154
898,180898,男,18市场营销,20207370
899,180899,男,18市场营销,21329354
900,180900,男,18市场营销,21454986
901,180901,男,18市场营销,20354858
902,180902,男,18市场营销,16950906
903,180903,男,18市场营销,21804410
904,180904,男,18市场营销,18433258
905,180905,男,18市场营销,21840826
906,180906,男,18市场营销,20925242
907,180907,男,18市场营销,18512202
908,180908,男,18市场营销,20520090
909,180909,男,18市场营销,19350106
910,180910,男,18市场营销,19838122
911,180911,男,18市场营销,18731290
912,180912,男,18市场营销,21020026
913,180913,男,18市场营销,19210458
914,180914,男,18市场营销,20935658
915,180915,男,18市场营销,21524058
916,180916,男,18市场营销,16744410
917,180917,男,18市场营销,20531754
918,180918,男,18市场营销,19745530
919,180919,男,18市场营销,20028266
920,180920,男,18市场营销,19661450
921,180921,男,18市场营销,20754954
922,180922,男,18市场营销,20763210
923,180923,男,18市场营销,20942586
924,180924,男,18市场营销,19134522
925,180925,男,18市场营销,16950970
926,180926,男,18市场营销,20018266
927,180927,男,18市场营销,19430506
928,180928,男,18市场营销,19832410
929,180929,男,18市场营销,20664234
930,180930,男,18市场营销,21952506
931,180931,男,18市场营销,21707482
932,180932,男,18市场营销,18721258
933,180933,男,18市场营销,20163434
934,180934,男,18市场营销,20338538
935,180935,男,18市场营销,19833770
936,180936,男,18市场营销,16863450
937,180937,男,18市场营销,20447914
938,180938,男,18市场营销,19308762
939,180939,男,18市场营销,21449898
940,180940,男,18市场营销,19852890
941,180941,男,18市场营销,20935354
942,180942,男,18市场营销,21021946
943,180943,男,18市场营销,20622906
944,180944,男,18市场营销,18549018
945,180945,男,18市场营销,21019626
946,180946,男,18市场营销,21458650
947,180947,男,18市场营销,21931354
948,180948,女,18市场营销,20922842
949,180949,女,18市场营销,18433482
950,180950,女,18市场营销,20603050
951,180951,女,18市场营销,18725258
952,180952,女,18市场营销,21030842
953,180953,女,18市场营销,22015450
954,180954,女,18市场营销,19703498
955,180955,女,18市场营销,18452890
956,180956,女,18市场营销,22609882
957,180957,女,18市场营销,18762858
958,180958,女,18市场营销,19933450
959,180959,女,18市场营销,356298
960,180960,女,18市场营销,19613274
961,180961,女,18市场营销,19118794
962,180962,女,18市场营销,18347722
963,180963,女,18市场营销,19306698
964,180964,女,18市场营销,21145082
965,180965,女,18市场营销,20514874
966,180966,女,18市场营销,20863082
967,180967,女,18市场营销,18754762
968,180968,女,18市场营销,21156474
969,180969,女,18市场营销,16943162
970,180970,女,18市场营销,19703898
971,180971,女,18市场营销,22031322
972,180972,女,18市场营销,15526618
973,180973,女,18市场营销,14943722
974,180974,女,18市场营销,20036874
975,180975,女,18市场营销,21449402
976,180976,女,18市场营销,20109418
977,180977,女,18市场营销,19609466
978,180978,女,18市场营销,21644058
979,180979,女,18市场营销,20026602
980,180980,女,18市场营销,19342922
981,180981,女,18市场营销,25202410
982,180982,女,18市场营销,19839562
983,180983,女,18市场营销,21655578
984,180984,女,18市场营销,19759930
985,180985,女,18市场营销,20662874
986,180986,女,18市场营销,22307690
987,180987,女,18市场营销,20207994
988,180988,女,18市场营销,21615018
989,180989,女,18市场营销,18357194
990,180990,女,18市场营销,8925814
991,180991,女,18市场营销,21364202
992,180992,女,18市场营销,21057402
993,180993,女,18市场营销,21843930
994,180994,女,18市场营销,21711066
995,180995,女,18市场营销,18640842
996,180996,女,18市场营销,15450522
997,180997,女,18市场营销,20263050
998,180998,女,18市场营销,21645914
999,180999,女,18市场营销,21065466
1000,181000,女,18市场营销,19437946
1001,181001,女,18市场营销,19529562
1002,181002,女,18市场营销,19340906
1003,181003,女,18市场营销,11725562
1004,181004,女,18市场营销,18451802
1005,181005,女,18市场营销,19515114
1006,181006,女,18市场营销,21407274
1007,181007,女,18市场营销,20106554
1008,181008,女,18市场营销,18659930
1009,181009,女,18市场营销,21452218
1010,181010,女,18市场营销,20100554
1011,181011,女,18市场营销,19529834
1012,181012,女,18市场营销,20614810
1013,181013,女,18市场营销,25229818
1014,181014,女,18市场营销,13306842
1015,181015,女,18市场营销,20356298
1016,181016,女,18市场营销,20026698
1017,181017,女,18市场营销,20257178
1018,181018,女,18市场营销,21956266
1019,181019,女,18市场营销,22027834
1020,181020,女,18市场营销,20013962
1021,181021,女,18市场营销,21456010
1022,181022,女,18市场营销,19343466
1023,181023,女,18市场营销,119850
1024,181024,女,18市场营销,21158026
1025,181025,女,18市场营销,20805978
1026,181026,女,18市场营销,21240730
1027,181027,女,18市场营销,21441562
1028,181028,女,18市场营销,21010554
1029,181029,女,18市场营销,19442010
1030,181030,女,18市场营销,19829162
1031,181031,女,18市场营销,21437562
1032,181032,女,18市场营销,21401738
1033,181033,女,18市场营销,19934746
1034,181034,女,18市场营销,737978
1035,181035,女,18市场营销,16822474
1036,181036,女,18市场营销,19351706
1037,181037,女,18市场营销,18423450
1038,181038,女,18市场营销,23510970
1039,181039,女,18市场营销,14852298
1040,181040,女,18市场营销,21247546
1041,181041,女,18市场营销,21834362
1042,181042,女,18市场营销,20527082
1043,181043,女,18市场营销,21939082
1044,181044,女,18市场营销,18449530
1045,181045,女,18市场营销,19935194
1046,181046,女,18市场营销,19927274
1047,181047,女,18市场营销,21018298
1048,181048,女,18市场营销,18518970
1049,181049,女,18市场营销,19351802
1050,181050,女,18市场营销,20335210
1051,181051,女,18市场营销,19341066
1052,181052,女,18市场营销,18636794
1053,181053,女,18市场营销,19008042
1054,181054,女,18市场营销,19134794
1055,181055,男,18电气自动化,21018682
1056,181056,男,18电气自动化,22035418
1057,181057,男,18电气自动化,20756202
1058,181058,男,18电气自动化,20017930
1059,181059,男,18电气自动化,21518650
1060,181060,男,18电气自动化,20703290
1061,181061,男,18电气自动化,21953626
1062,181062,男,18电气自动化,21717050
1063,181063,男,18电气自动化,19615018
1064,181064,男,18电气自动化,18642826
1065,181065,男,18电气自动化,21706986
1066,181066,男,18电气自动化,21144138
1067,181067,男,18电气自动化,19355402
1068,181068,男,18电气自动化,19708490
1069,181069,男,18电气自动化,18722106
1070,181070,男,18电气自动化,21451114
1071,181071,男,18电气自动化,21027066
1072,181072,男,18电气自动化,20343370
1073,181073,男,18电气自动化,20442666
1074,181074,男,18电气自动化,19929658
1075,181075,男,18电气自动化,20613066
1076,181076,男,18电气自动化,20163946
1077,181077,男,18电气自动化,18709466
1078,181078,男,18电气自动化,20014394
1079,181079,男,18电气自动化,20619690
1080,181080,男,18电气自动化,19705594
1081,181081,男,18电气自动化,21758426
1082,181082,男,18电气自动化,20850506
1083,181083,男,18电气自动化,21230346
1084,181084,男,18电气自动化,19841898
1085,181085,男,18电气自动化,21413690
1086,181086,男,18电气自动化,21712714
1087,181087,男,18电气自动化,21226794
1088,181088,男,18电气自动化,19353834
1089,181089,男,18电气自动化,20923562
1090,181090,男,18电气自动化,20347114
1091,181091,男,18电气自动化,21017386
1092,181092,男,18电气自动化,22530682
1093,181093,男,18电气自动化,21648378
1094,181094,男,18电气自动化,20035498
1095,181095,男,18电气自动化,21326282
1096,181096,男,18电气自动化,20921626
1097,181097,男,18电气自动化,21822042
1098,181098,男,18电气自动化,18920986
1099,181099,男,18电气自动化,21155802
1100,181100,男,18电气自动化,19420746
1101,181101,男,18电气自动化,20265162
1102,181102,男,18电气自动化,19262250
1103,181103,男,18电气自动化,21903034
1104,181104,男,18电气自动化,20009226
1105,181105,男,18电气自动化,19518298
1106,181106,男,18电气自动化,18762746
1107,181107,男,18电气自动化,20035578
1108,181108,男,18电气自动化,21949242
1109,181109,男,18电气自动化,20107322
1110,181110,男,18电气自动化,19516170
1111,181111,男,18电气自动化,21609674
1112,181112,男,18电气自动化,19140778
1113,181113,男,18电气自动化,19612298
1114,181114,男,18电气自动化,19119098
1115,181115,男,18电气自动化,18539258
1116,181116,男,18电气自动化,21926618
1117,181117,男,18电气自动化,18841498
1118,181118,男,18电气自动化,19604346
1119,181119,男,18电气自动化,19654586
1120,181120,男,18电气自动化,21821642
1121,181121,男,18电气自动化,20344618
1122,181122,女,18电气自动化,20356746
1123,181123,女,18电气自动化,20524394
1124,181124,女,18电气自动化,19045530
1125,181125,男,18工业机器人,136026
1126,181126,男,18工业机器人,20700554
1127,181127,男,18工业机器人,20202266
1128,181128,男,18工业机器人,21810250
1129,181129,男,18工业机器人,20929962
1130,181130,男,18工业机器人,20747738
1131,181131,男,18工业机器人,21352346
1132,181132,男,18工业机器人,20254378
1133,181133,男,18工业机器人,20355306
1134,181134,男,18工业机器人,21913034
1135,181135,男,18工业机器人,19626058
1136,181136,男,18工业机器人,20603226
1137,181137,男,18工业机器人,19936874
1138,181138,男,18工业机器人,18659834
1139,181139,男,18工业机器人,21446634
1140,181140,男,18工业机器人,18611002
1141,181141,男,18工业机器人,20355370
1142,181142,男,18工业机器人,19749242
1143,181143,男,18工业机器人,20028762
1144,181144,男,18工业机器人,18919194
1145,181145,男,18工业机器人,21403626
1146,181146,男,18工业机器人,20455962
1147,181147,男,18工业机器人,19352298
1148,181148,男,18工业机器人,21413802
1149,181149,男,18工业机器人,18734250
1150,181150,男,18工业机器人,23263946
1151,181151,男,18工业机器人,20704586
1152,181152,男,18工业机器人,18449210
1153,181153,男,18工业机器人,19125322
1154,181154,男,18工业机器人,21561274
1155,181155,男,18工业机器人,19933402
1156,181156,男,18工业机器人,20841818
1157,181157,男,18工业机器人,18639482
1158,181158,男,18工业机器人,19006410
1159,181159,男,18工业机器人,21101818
1160,181160,男,18工业机器人,20259706
1161,181161,男,18工业机器人,20621050
1162,181162,男,18工业机器人,18921610
1163,181163,男,18工业机器人,19008746
1164,181164,男,18工业机器人,19760810
1165,181165,男,18工业机器人,19937722
1166,181166,男,18工业机器人,18919210
1167,181167,男,18工业机器人,20037914
1168,181168,男,18工业机器人,18441978
1169,181169,男,18工业机器人,18761530
1170,181170,男,18工业机器人,21144426
1171,181171,男,18工业机器人,19304026
1172,181172,女,18工业机器人,21725834
1173,181173,女,18工业机器人,20525946
1174,181174,女,18工业机器人,20764714
1175,181175,女,18工业机器人,20453962
1176,181176,女,18工业机器人,20013418
1177,181177,女,18工业机器人,18448698
1178,181178,女,18工业机器人,19759706
1179,181179,女,18工业机器人,20114538
1180,181180,女,18工业机器人,21846778
1181,181181,女,18工业机器人,19537466
1182,181182,女,18工业机器人,19833834
1183,181183,女,18工业机器人,19129578
1184,181184,女,18工业机器人,21402154
1185,181185,女,18工业机器人,22004362
1186,181186,女,18工业机器人,20300474
1187,181187,女,18工业机器人,21534154
1188,181188,女,18工业机器人,22009722
1189,181189,女,18工业机器人,20523034
1190,181190,女,18工业机器人,21460282
1191,181191,女,18工业机器人,19535914
1192,181192,女,18工业机器人,18652458
1193,181193,女,18工业机器人,20925866
1194,181194,女,18工业机器人,21928634
1195,181195,女,18工业机器人,19342426
1196,181196,女,18工业机器人,18809834
1197,181197,女,18工业机器人,21241994
1198,181198,女,18工业机器人,21553786
1199,181199,女,18工业机器人,20205786
1200,181200,女,18工业机器人,21153226
1201,181201,女,18工业机器人,19126298
1202,181202,女,18工业机器人,19261146
1203,181203,女,18工业机器人,21115850
1204,181204,女,18工业机器人,21319130
1205,181205,男,18工业设计,21252250
1206,181206,男,18工业设计,18762330
1207,181207,男,18工业设计,19659930
1208,181208,男,18工业设计,20113738
1209,181209,男,18工业设计,19131210
1210,181210,男,18工业设计,19520986
1211,181211,男,18工业设计,20527914
1212,181212,男,18工业设计,19764042
1213,181213,男,18工业设计,21913066
1214,181214,男,18工业设计,19050906
1215,181215,男,18工业设计,21032602
1216,181216,男,18工业设计,21320170
1217,181217,男,18工业设计,21156170
1218,181218,男,18工业设计,19127914
1219,181219,男,18工业设计,19848490
1220,181220,男,18工业设计,21013946
1221,181221,男,18工业设计,18844826
1222,181222,男,18工业设计,21450634
1223,181223,男,18工业设计,20109722
1224,181224,男,18工业设计,20834650
1225,181225,男,18工业设计,19508090
1226,181226,男,18工业设计,20124586
1227,181227,男,18工业设计,21455050
1228,181228,男,18工业设计,20214938
1229,181229,男,18工业设计,18432650
1230,181230,男,18工业设计,18546410
1231,181231,男,18工业设计,20343178
1232,181232,男,18工业设计,21026154
1233,181233,男,18工业设计,18803450
1234,181234,男,18工业设计,21147274
1235,181235,男,18工业设计,14163418
1236,181236,男,18工业设计,19654554
1237,181237,男,18工业设计,18523322
1238,181238,男,18工业设计,19706314
1239,181239,男,18工业设计,14335210
1240,181240,男,18工业设计,20619194
1241,181241,男,18工业设计,20703114
1242,181242,男,18工业设计,19625050
1243,181243,男,18工业设计,21057370
1244,181244,男,18工业设计,21524810
1245,181245,男,18工业设计,203242
1246,181246,男,18工业设计,22036106
1247,181247,男,18工业设计,20243738
1248,181248,男,18工业设计,21534042
1249,181249,男,18工业设计,19218634
1250,181250,女,18工业设计,19058650
1251,181251,女,18工业设计,19227978
1252,181252,女,18工业设计,18726650
1253,181253,女,18工业设计,18914106
1254,181254,女,18工业设计,18400554
1255,181255,女,18工业设计,19932698
1256,181256,女,18工业设计,19349098
1257,181257,女,18工业设计,19712202
1258,181258,女,18工业设计,19344618
1259,181259,女,18工业设计,21462666
1260,181260,女,18工业设计,21252970
1261,181261,女,18工业设计,21322682
1262,181262,女,18工业设计,21412266
1263,181263,女,18工业设计,19801322
1264,181264,女,18工业设计,19606890
1265,181265,女,18工业设计,21445114
1266,181266,女,18工业设计,20517178
1267,181267,女,18工业设计,20102858
1268,181268,女,18工业设计,18918698
1269,181269,女,18工业设计,21637434
1270,181270,女,18工业设计,20927722
1271,181271,女,18工业设计,19706970
1272,181272,女,18工业设计,20743994
1273,181273,女,18工业设计,19701562
1274,181274,女,18工业设计,19609530
1275,181275,女,18工业设计,19123434
1276,181276,女,18工业设计,21938650
1277,181277,女,18工业设计,14049914
1278,181278,女,18工业设计,18801050
1279,181279,女,18工业设计,22016218
1280,181280,女,18工业设计,21844442
1281,181281,女,18工业设计,16015866
1282,181282,女,18工业设计,19049978
1283,181283,女,18工业设计,19056874
1284,181284,女,18工业设计,21250410
1285,181285,女,18工业设计,18541354
1286,181286,女,18工业设计,21025914
1287,181287,女,18工业设计,17512202
1288,181288,女,18工业设计,21618458
1289,181289,女,18工业设计,20931242
1290,181290,女,18工业设计,18806842
1291,181291,女,18工业设计,20256346
1292,181292,女,18工业设计,20761370
1293,181293,女,18工业设计,19215258
1294,181294,女,18工业设计,21022426
1295,181295,女,18工业设计,20806394
1296,181296,女,18工业设计,19616522
1297,181297,女,18工业设计,20748906
1298,181298,女,18工业设计,19421722
1299,181299,女,18工业设计,18542202
1300,181300,女,18工业设计,20119018
1301,181301,女,18工业设计,19118970
1302,181302,女,18工业设计,20108362
1303,181303,女,18工业设计,21244826
1304,181304,女,18工业设计,21007066
1305,181305,女,18工业设计,19263818
1306,181306,女,18工业设计,21013146
1307,181307,女,18工业设计,20201290
1308,181308,女,18工业设计,21904106
1309,181309,女,18工业设计,20446954
1310,181310,女,18工业设计,20120570
1311,181311,女,18工业设计,20018682
1312,181312,女,18工业设计,21242570
1313,181313,女,18工业设计,19937082
1314,181314,女,18工业设计,20764506
1315,181315,女,18工业设计,21445082
1316,181316,女,18工业设计,21516778
1317,181317,女,18工业设计,18649034
1318,181318,女,18工业设计,21256154
1319,181319,女,18工业设计,20747898
1320,181320,女,18工业设计,19740170
1321,181321,女,18工业设计,20439290
1322,181322,女,18工业设计,20421386
1323,181323,女,18工业设计,22021514
1324,181324,女,18工业设计,19928794
1325,181325,男,18机械制造,19756410
1326,181326,男,18机械制造,19742570
1327,181327,男,18机械制造,19000858
1328,181328,男,18机械制造,22012442
1329,181329,男,18机械制造,21234394
1330,181330,男,18机械制造,19227914
1331,181331,男,18机械制造,20852634
1332,181332,男,18机械制造,18762410
1333,181333,男,18机械制造,21324074
1334,181334,男,18机械制造,20834282
1335,181335,男,18机械制造,19355354
1336,181336,男,18机械制造,21601738
1337,181337,男,18机械制造,19312170
1338,181338,男,18机械制造,19226682
1339,181339,男,18机械制造,18924586
1340,181340,男,18机械制造,21108922
1341,181341,男,18机械制造,20539898
1342,181342,男,18机械制造,19837530
1343,181343,男,18机械制造,19312938
1344,181344,男,18机械制造,19353498
1345,181345,男,18机械制造,19609402
1346,181346,男,18机械制造,20349546
1347,181347,男,18机械制造,19929418
1348,181348,男,18机械制造,19625450
1349,181349,男,18机械制造,21653562
1350,181350,男,18机械制造,18725034
1351,181351,男,18机械制造,18402634
1352,181352,男,18机械制造,20209002
1353,181353,男,18机械制造,20108554
1354,181354,男,18机械制造,23947242
1355,181355,男,18机械制造,19204378
1356,181356,男,18机械制造,20356234
1357,181357,男,18机械制造,16930650
1358,181358,男,18机械制造,20846490
1359,181359,男,18机械制造,20102874
1360,181360,男,18机械制造,20517690
1361,181361,男,18机械制造,18725626
1362,181362,男,18机械制造,18964298
1363,181363,男,18机械制造,18523722
1364,181364,男,18机械制造,21227754
1365,181365,男,18机械制造,19711386
1366,181366,男,18机械制造,18448458
1367,181367,男,18机械制造,21532266
1368,181368,男,18机械制造,20921306
1369,181369,男,18机械制造,20063386
1370,181370,男,18机械制造,18764778
1371,181371,男,18机械制造,20116746
1372,181372,男,18机械制造,18611786
1373,181373,男,18机械制造,18958042
1374,181374,男,18机械制造,20850746
1375,181375,男,18机械制造,20204698
1376,181376,男,18机械制造,21752026
1377,181377,男,18机械制造,21334154
1378,181378,男,18机械制造,20529482
1379,181379,男,18机械制造,19608506
1380,181380,男,18机械制造,20024858
1381,181381,男,18机械制造,18953082
1382,181382,男,18机械制造,18800490
1383,181383,男,18机械制造,20032986
1384,181384,男,18机械制造,19804634
1385,181385,男,18机械制造,21031354
1386,181386,男,18机械制造,20836714
1387,181387,男,18机械制造,21908026
1388,181388,男,18机械制造,19659450
1389,181389,男,18机械制造,18508314
1390,181390,男,18机械制造,21010042
1391,181391,男,18机械制造,21601866
1392,181392,男,18机械制造,17002730
1393,181393,男,18机械制造,20917818
1394,181394,男,18机械制造,21007402
1395,181395,男,18机械制造,18421258
1396,181396,男,18机械制造,19444938
1397,181397,男,18机械制造,18727210
1398,181398,男,18机械制造,20258170
1399,181399,男,18机械制造,16855882
1400,181400,男,18机械制造,21559658
1401,181401,男,18机械制造,19309978
1402,181402,男,18机械制造,19346314
1403,181403,男,18机械制造,19213018
1404,181404,男,18机械制造,18850106
1405,181405,男,18机械制造,21326698
1406,181406,男,18机械制造,20928970
1407,181407,男,18机械制造,19923658
1408,181408,男,18机械制造,22016186
1409,181409,男,18机械制造,21926730
1410,181410,男,18机械制造,21936010
1411,181411,男,18机械制造,19528250
1412,181412,男,18机械制造,21527882
1413,181413,男,18机械制造,20514378
1414,181414,男,18机械制造,21460154
1415,181415,男,18机械制造,19751866
1416,181416,男,18机械制造,19747658
1417,181417,男,18机械制造,20159946
1418,181418,男,18机械制造,21442314
1419,181419,男,18机械制造,18919370
1420,181420,男,18机械制造,18515882
1421,181421,男,18机械制造,19840778
1422,181422,男,18机械制造,1220810
1423,181423,男,18机械制造,18607370
1424,181424,男,18机械制造,21109978
1425,181425,男,18机械制造,20518154
1426,181426,男,18机械制造,22364842
1427,181427,男,18机械制造,19856362
1428,181428,男,18机械制造,21956634
1429,181429,男,18机械制造,19043866
1430,181430,男,18机械制造,18804602
1431,181431,男,18机械制造,18451882
1432,181432,男,18机械制造,19705610
1433,181433,男,18机械制造,20610410
1434,181434,男,18机械制造,19602986
1435,181435,男,18机械制造,19753370
1436,181436,男,18机械制造,20247194
1437,181437,男,18机械制造,21016106
1438,181438,男,18机械制造,19260090
1439,181439,男,18机械制造,20802010
1440,181440,男,18机械制造,20659674
1441,181441,男,18机械制造,18912522
1442,181442,男,18机械制造,20626026
1443,181443,男,18机械制造,19341930
1444,181444,男,18机械制造,18963962
1445,181445,男,18机械制造,20449466
1446,181446,男,18机械制造,19003210
1447,181447,男,18机械制造,18549898
1448,181448,男,18机械制造,21818362
1449,181449,男,18机械制造,22000346
1450,181450,男,18机械制造,19538122
1451,181451,男,18机械制造,25409450
1452,181452,男,18机械制造,23303610
1453,181453,男,18机械制造,18518986
1454,181454,男,18机械制造,1345818
1455,181455,男,18机械制造,19260042
1456,181456,男,18机械制造,18658810
1457,181457,男,18机械制造,18850250
1458,181458,男,18机械制造,19614714
1459,181459,男,18机械制造,19261690
1460,181460,男,18机械制造,19650810
1461,181461,男,18机械制造,19345834
1462,181462,男,18机械制造,18659962
1463,181463,男,18机械制造,22005898
1464,181464,男,18机械制造,19117946
1465,181465,男,18机械制造,18962826
1466,181466,男,18机械制造,19765386
1467,181467,男,18机械制造,22033402
1468,181468,男,18机械制造,20756234
1469,181469,男,18机械制造,19525594
1470,181470,男,18机械制造,20615530
1471,181471,男,18机械制造,19214570
1472,181472,女,18机械制造,20612586
1473,181473,女,18机械制造,21455530
1474,181474,女,18机械制造,21319290
1475,181475,女,18机械制造,17546362
1476,181476,女,18机械制造,21709418
1477,181477,女,18机械制造,19438762
1478,181478,女,18机械制造,20437802
1479,181479,女,18机械制造,21241178
1480,181480,女,18机械制造,21107578
1481,181481,男,18机械制造（学徒）,18734026
1482,181482,男,18机械制造（学徒）,19356298
1483,181483,男,18机械制造（学徒）,20354458
1484,181484,男,18机械制造（学徒）,21529770
1485,181485,男,18机械制造（学徒）,21447738
1486,181486,男,18机械制造（学徒）,20341626
1487,181487,男,18机械制造（学徒）,20761994
1488,181488,男,18机械制造（学徒）,19762970
1489,181489,男,18机械制造（学徒）,24038634
1490,181490,男,18机械制造（学徒）,19000986
1491,181491,男,18机械制造（学徒）,21323834
1492,181492,男,18机械制造（学徒）,20848202
1493,181493,男,18机械制造（学徒）,18738378
1494,181494,男,18机械制造（学徒）,18412490
1495,181495,男,18机械制造（学徒）,20752698
1496,181496,男,18机械制造（学徒）,19309802
1497,181497,男,18机械制造（学徒）,20850970
1498,181498,男,18模具设计,21117354
1499,181499,男,18模具设计,21327210
1500,181500,男,18模具设计,19052602
1501,181501,男,18模具设计,20248090
1502,181502,男,18模具设计,18806794
1503,181503,男,18模具设计,20033978
1504,181504,男,18模具设计,19512826
1505,181505,男,18模具设计,21634602
1506,181506,男,18模具设计,21155770
1507,181507,男,18模具设计,20440026
1508,181508,男,18模具设计,19656138
1509,181509,男,18模具设计,23412698
1510,181510,男,18模具设计,14109610
1511,181511,男,18模具设计,21560394
1512,181512,男,18模具设计,20308170
1513,181513,男,18模具设计,21143450
1514,181514,男,18模具设计,18913546
1515,181515,男,18模具设计,20656186
1516,181516,男,18模具设计,19424186
1517,181517,男,18模具设计,19521338
1518,181518,男,18模具设计,20019658
1519,181519,男,18模具设计,19606746
1520,181520,男,18模具设计,21031498
1521,181521,男,18模具设计,25311274
1522,181522,男,18模具设计,20933274
1523,181523,男,18模具设计,22001386
1524,181524,男,18模具设计,20261274
1525,181525,男,18模具设计,19128394
1526,181526,男,18模具设计,20700890
1527,181527,男,18模具设计,21605178
1528,181528,男,18模具设计,20761306
1529,181529,男,18模具设计,20837834
1530,181530,男,18模具设计,21322650
1531,181531,男,18模具设计,19609498
1532,181532,男,18模具设计,21446986
1533,181533,男,18模具设计,19447978
1534,181534,男,18模具设计,21634554
1535,181535,男,18模具设计,18807786
1536,181536,男,18模具设计,20920746
1537,181537,男,18模具设计,20618650
1538,181538,男,18模具设计,20609914
1539,181539,男,18模具设计,21949002
1540,181540,男,18模具设计,20125530
1541,181541,男,18模具设计,19129658
1542,181542,男,18模具设计,21447066
1543,181543,男,18模具设计,21911386
1544,181544,男,18模具设计,21107322
1545,181545,男,18模具设计,24251930
1546,181546,男,18模具设计,17424746
1547,181547,男,18模具设计,21415418
1548,181548,男,18模具设计,19218874
1549,181549,男,18模具设计,21723370
1550,181550,男,18模具设计,20203770
1551,181551,男,18模具设计,21644682
1552,181552,男,18模具设计,20353498
1553,181553,男,18模具设计,20111322
1554,181554,男,18模具设计,19346010
1555,181555,男,18模具设计,20346682
1556,181556,男,18模具设计,20513226
1557,181557,男,18模具设计,21318826
1558,181558,男,18模具设计,21242010
1559,181559,男,18模具设计,19804650
1560,181560,男,18模具设计,19536490
1561,181561,男,18模具设计,21928730
1562,181562,男,18模具设计,20711738
1563,181563,男,18模具设计,20526602
1564,181564,男,18模具设计,20162330
1565,181565,男,18模具设计,21561290
1566,181566,男,18模具设计,1042186
1567,181567,男,18模具设计,20429546
1568,181568,男,18模具设计,19041130
1569,181569,男,18模具设计,20261290
1570,181570,男,18模具设计,19210890
1571,181571,男,18模具设计,21522234
1572,181572,男,18模具设计,18839818
1573,181573,男,18模具设计,21006842
1574,181574,男,18模具设计,20254122
1575,181575,男,18模具设计,20263770
1576,181576,男,18模具设计,19847178
1577,181577,男,18模具设计,20615562
1578,181578,男,18模具设计,20025162
1579,181579,男,18模具设计,20762042
1580,181580,男,18模具设计,20263146
1581,181581,男,18模具设计,20840970
1582,181582,男,18模具设计,21837066
1583,181583,女,18模具设计,21636874
1584,181584,女,18模具设计,20839194
1585,181585,女,18模具设计,20843498
1586,181586,女,18模具设计,18841274
1587,181587,女,18模具设计,21908042
1588,181588,女,18模具设计,18962922
1589,181589,女,18模具设计,21015098
1590,181590,女,18模具设计,19220106
1591,181591,女,18模具设计,21019578
1592,181592,女,18模具设计,19130074
1593,181593,女,18模具设计,18854330
1594,181594,女,18模具设计,19834362
1595,181595,女,18模具设计,19526634
1596,181596,男,18汽车检测,21130426
1597,181597,男,18汽车检测,21016074
1598,181598,男,18汽车检测,20702250
1599,181599,男,18汽车检测,21101594
1600,181600,男,18汽车检测,18839658
1601,181601,男,18汽车检测,20845882
1602,181602,男,18汽车检测,19758682
1603,181603,男,18汽车检测,20658106
1604,181604,男,18汽车检测,19125834
1605,181605,男,18汽车检测,20434138
1606,181606,男,18汽车检测,18543802
1607,181607,男,18汽车检测,21105690
